Id,SalePrice
1812,101401.5128
1813,122766.8378
1814,101925.3581
1815,60116.26662
1816,101394.2326
1817,115582.1312
1818,135231.0988
1819,122006.0153
1820,72101.97179
1821,119762.9833
1822,152653.6899
1823,56383.90979
1824,127618.2774
1825,138913.4523
1826,105619.6445
1827,105541.5497
1828,131466.922
1829,122025.7226
1830,137749.6107
1831,143491.0897
1832,94693.53927
1833,140682.5752
1834,124162.1806
1835,123584.8787
1836,123024.8183
1837,90610.0076
1838,125324.7451
1839,102270.7116
1840,149355.5119
1841,135923.7337
1842,96406.63054
1843,132103.4881
1844,143419.7952
1845,142280.6566
1846,154106.2947
1847,161451.1908
1848,60594.33873
1849,112763.9115
1850,123524.5265
1851,144798.7694
1852,129296.4349
1853,130173.6695
1854,161060.7377
1855,153247.9955
1856,227831.3361
1857,152897.1033
1858,135989.2818
1859,119616.0282
1860,147333.9069
1861,118847.9515
1862,318712.8861
1863,301920.0162
1864,301930.5395
1865,326244.227
1866,325059.475
1867,231661.8669
1868,285901.0523
1869,201986.8662
1870,226781.1677
1871,258554.5762
1872,173523.602
1873,232999.8802
1874,145414.5267
1875,197301.4812
1876,199135.2382
1877,206981.4416
1878,207121.8642
1879,128450.3647
1880,132750.0681
1881,241209.2309
1882,245102.6158
1883,190796.3678
1884,207710.2662
1885,233141.1404
1886,285447.2113
1887,210250.1819
1888,266761.2359
1889,168905.2574
1890,122361.0494
1891,135549.7278
1892,104047.5346
1893,129336.8248
1894,125178.5196
1895,136149.0364
1896,124984.0226
1897,117130.6043
1898,110009.783
1899,153770.7396
1900,143952.904
1901,169174.3783
1902,145870.1683
1903,221388.161
1904,137167.0007
1905,189388.6446
1906,142615.9317
1907,189527.3234
1908,115585.0844
1909,138554.6022
1910,125065.6052
1911,207387.7276
1912,293168.091
1913,137783.6986
1914,66931.32397
1915,303409.1621
1916,66741.95557
1917,240852.9029
1918,139159.7791
1919,163453.5363
1920,155936.5953
1921,368030.3722
1922,314403.7883
1923,217012.5719
1924,224566.5926
1925,209466.1229
1926,358212.5365
1927,133302.4227
1928,155687.2391
1929,121418.6254
1930,131569.4571
1931,136995.1922
1932,137063.9119
1933,181519.3297
1934,179135.9063
1935,174006.4821
1936,188297.6286
1937,181782.4576
1938,170680.6729
1939,244913.3762
1940,191864.4137
1941,170711.5007
1942,183363.78
1943,209405.9155
1944,354625.4321
1945,370036.5445
1946,139717.4527
1947,280813.0988
1948,163866.2302
1949,241759.5547
1950,184022.8312
1951,244349.3895
1952,215455.2932
1953,165781.5119
1954,189004.4987
1955,132068.0206
1956,299742.1592
1957,154928.3953
1958,303330.935
1959,144131.8247
1960,112981.8144
1961,125864.5042
1962,95447.08441
1963,102739.9562
1964,109093.3588
1965,149208.1009
1966,139985.7667
1967,291169.1303
1968,411175.6494
1969,366537.1762
1970,407149.0153
1971,437190.2268
1972,355601.8668
1973,275207.5271
1974,335034.9327
1975,459070.4542
1976,276020.1286
1977,352197.1709
1978,347752.6047
1979,316756.7998
1980,193482.7444
1981,327686.1021
1982,227677.3338
1983,215088.4702
1984,168709.8661
1985,218913.3095
1986,209863.6531
1987,182479.1959
1988,177741.7728
1989,190606.7188
1990,213900.3195
1991,224219.7907
1992,215744.4597
1993,173492.6386
1994,230456.5669
1995,182279.6098
1996,252269.9508
1997,309645.8953
1998,303654.9012
1999,274590.6164
2000,311148.2577
2001,280088.0819
2002,242869.3586
2003,248907.4381
2004,276627.1062
2005,225286.0885
2006,222912.9557
2007,247789.0672
2008,210276.0692
2009,200695.1806
2010,191517.4609
2011,137756.1253
2012,177127.3313
2013,180745.6736
2014,188016.2977
2015,202017.1464
2016,196665.1898
2017,198483.2435
2018,124752.1174
2019,132339.6103
2020,104977.9749
2021,109504.2413
2022,178610.435
2023,144166.532
2024,259572.978
2025,345171.0651
2026,183168.4219
2027,162207.2883
2028,152331.3141
2029,170462.9772
2030,264150.539
2031,223353.8821
2032,246620.8938
2033,252564.902
2034,174055.694
2035,214850.3619
2036,193451.0589
2037,202412.2428
2038,302500.3258
2039,212461.3925
2040,302282.2038
2041,271515.6681
2042,205822.3287
2043,172592.8802
2044,166527.2157
2045,210639.9066
2046,144817.5795
2047,142161.0623
2048,140987.2911
2049,140952.5716
2050,172090.1848
2051,107677.7703
2052,130824.8334
2053,147383.0627
2054,92547.98225
2055,152315.0965
2056,143025.1426
2057,118751.6552
2058,211596.1685
2059,136295.4264
2060,165114.0655
2061,168567.0435
2062,132807.6914
2063,120157.9342
2064,137829.5472
2065,115652.4082
2066,169725.2747
2067,124691.3078
2068,142735.3978
2069,85702.81213
2070,113950.7244
2071,101824.9651
2072,137938.2076
2073,133268.7017
2074,176837.0867
2075,144888.0982
2076,119627.5106
2077,151240.506
2078,126859.8685
2079,132262.5839
2080,117402.5951
2081,125407.5474
2082,120971.9962
2083,143193.4583
2084,113544.2963
2085,122793.0209
2086,113384.9141
2087,118976.2003
2088,97147.43387
2089,90171.5528
2090,128978.4017
2091,113487.9536
2092,123251.9913
2093,115698.8471
2094,114351.5269
2095,147538.641
2096,90609.80627
2097,98287.84935
2098,142767.2811
2099,60795.71495
2100,89439.64015
2101,114909.9558
2102,128534.3481
2103,107779.5435
2104,134211.2117
2105,126755.3594
2106,69696.87221
2107,191982.5902
2108,115435.1252
2109,111941.9469
2110,121022.1297
2111,136491.0326
2112,136425.8464
2113,119623.5494
2114,113220.2224
2115,153485.8002
2116,116672.4971
2117,142860.9976
2118,125044.9844
2119,112203.2495
2120,116067.2514
2121,103763.6364
2122,111067.3191
2123,93726.83492
2124,161182.6884
2125,124747.0449
2126,152248.2419
2127,157971.7338
2128,128494.9019
2129,96180.67786
2130,131070.8564
2131,145273.9813
2132,110101.9091
2133,119903.0277
2134,120339.4261
2135,102328.8589
2136,77557.41116
2137,108409.7859
2138,130721.1438
2139,150921.1314
2140,136755.7932
2141,153339.9315
2142,131881.5239
2143,146553.4174
2144,118661.9486
2145,137696.0166
2146,161427.2696
2147,144060.5701
2148,133161.8946
2149,141767.3575
2150,225943.5888
2151,120585.3783
2152,156538.1133
2153,163510.1898
2154,101179.5204
2155,133594.8191
2156,241939.081
2157,230637.663
2158,242226.7457
2159,215898.4753
2160,177005.5871
2161,242462.4364
2162,377566.8171
2163,335920.2905
2164,254080.335
2165,193070.7055
2166,154148.2624
2167,209268.4546
2168,196090.1905
2169,193478.7104
2170,214243.148
2171,153869.1374
2172,134078.9752
2173,173970.1303
2174,224879.4165
2175,286752.9407
2176,317144.503
2177,246436.0435
2178,211273.9178
2179,141843.7906
2180,198090.8315
2181,193802.4561
2182,225690.6602
2183,193949.3119
2184,125486.8898
2185,126117.8493
2186,142106.8034
2187,154055.0137
2188,155647.0966
2189,246587.9458
2190,81907.67089
2191,82263.26123
2192,88999.58831
2193,102193.2101
2194,104044.6491
2195,107683.1393
2196,104633.5991
2197,119442.1298
2198,156808.375
2199,180275.3273
2200,136543.314
2201,136655.2152
2202,199432.3221
2203,146432.0713
2204,172568.9244
2205,116210.5269
2206,129285.5771
2207,205716.0833
2208,247015.6586
2209,211528.1409
2210,123805.7517
2211,117210.1062
2212,118771.086
2213,103964.5376
2214,135219.6367
2215,103991.8699
2216,140090.1625
2217,65179.11983
2218,80458.00573
2219,75387.01538
2220,74455.541
2221,304849.2624
2222,260734.1124
2223,287481.3727
2224,217839.6107
2225,132168.8234
2226,179683.8648
2227,201100.8174
2228,274545.6398
2229,239349.5874
2230,158046.253
2231,210971.7091
2232,183480.0922
2233,175885.6076
2234,243163.6161
2235,215427.1206
2236,258886.4011
2237,325162.829
2238,203559.8728
2239,107491.0561
2240,157466.3076
2241,143926.55
2242,125736.5808
2243,129037.7223
2244,98509.89353
2245,97249.78028
2246,138562.7246
2247,111247.5192
2248,124911.1509
2249,124429.7868
2250,132372.1268
2251,112511.523
2252,176687.606
2253,161828.7231
2254,180651.591
2255,184956.8388
2256,176263.9188
2257,209134.4393
2258,166894.1919
2259,178224.5809
2260,147365.5928
2261,193055.6363
2262,203772.9584
2263,359463.2079
2264,456188.6019
2265,153614.6363
2266,284759.4218
2267,339946.0583
2268,388731.8584
2269,157022.3205
2270,189396.2826
2271,217603.1944
2272,197759.8732
2273,162982.1891
2274,176040.0109
2275,154554.3361
2276,180450.6869
2277,177469.6078
2278,149395.8642
2279,127464.3993
2280,110769.5713
2281,172049.5063
2282,181957.153
2283,103557.0104
2284,112116.2419
2285,137580.1275
2286,126803.1131
2287,351508.5806
2288,273287.0509
2289,353772.4302
2290,423497.5142
2291,334432.8861
2292,412929.3813
2293,452939.9953
2294,394181.3434
2295,459279.0367
2296,264525.7052
2297,333689.7516
2298,334199.2572
2299,363534.2728
2300,324013.4078
2301,311103.9517
2302,245506.3235
2303,248378.8056
2304,244610.8963
2305,190166.8833
2306,187304.8232
2307,199381.5045
2308,227268.1612
2309,277146.9834
2310,220595.3451
2311,202138.7009
2312,173597.0664
2313,173914.4306
2314,173019.8169
2315,178662.0028
2316,195055.4227
2317,183508.8338
2318,175753.3076
2319,180509.3604
2320,184918.3676
2321,241786.1735
2322,180348.4716
2323,185529.9764
2324,183293.076
2325,214966.3751
2326,176647.6453
2327,207563.985
2328,220862.4236
2329,189788.9864
2330,181662.4892
2331,337008.6178
2332,385895.5277
2333,318117.7771
2334,258539.5649
2335,277877.9126
2336,307546.976
2337,195343.2871
2338,261655.4608
2339,228419.8486
2340,370189.1726
2341,215045.6955
2342,235775.1992
2343,228532.8983
2344,227193.7541
2345,233798.9947
2346,213650.3222
2347,196660.6228
2348,235997.2206
2349,176131.6988
2350,299207.5018
2351,253539.4897
2352,242605.7127
2353,245774.0494
2354,132995.6123
2355,143396.4917
2356,151355.7291
2357,195023.3527
2358,200516.3734
2359,128057.243
2360,120216.7167
2361,143596.9997
2362,256066.6366
2363,140623.3233
2364,156372.0655
2365,216261.322
2366,195447.3536
2367,227645.7248
2368,212434.7773
2369,218897.2475
2370,172226.1213
2371,167198.5657
2372,185202.3089
2373,272552.7598
2374,302085.0658
2375,239528.852
2376,276648.4592
2377,310801.4405
2378,152048.9315
2379,194762.8511
2380,145879.1462
2381,164151.2035
2382,205712.021
2383,203342.2542
2384,241941.1955
2385,161321.0078
2386,135566.5466
2387,134932.6563
2388,104124.0426
2389,124306.7662
2390,151088.5035
2391,141944.1307
2392,114900.8666
2393,168468.9478
2394,147540.1555
2395,204752.37
2396,146078.1712
2397,205675.4946
2398,128928.7546
2399,63835.07662
2400,68551.10227
2401,121797.8706
2402,136883.5033
2403,141591.6178
2404,152867.1562
2405,158801.0055
2406,141374.1112
2407,126918.2301
2408,145613.1201
2409,128155.6025
2410,162541.4555
2411,118404.5263
2412,150754.3256
2413,134309.7128
2414,147477.998
2415,133092.8109
2416,127390.9785
2417,134949.2772
2418,133561.7685
2419,128247.0176
2420,125542.506
2421,139928.6247
2422,110535.87
2423,119408.0598
2424,153721.4871
2425,184940.7412
2426,123502.2277
2427,127542.6553
2428,172892.9336
2429,115082.0694
2430,131815.4774
2431,115390.267
2432,142935.9083
2433,146056.5103
2434,139421.3023
2435,148115.2025
2436,110476.4952
2437,107488.1833
2438,124393.338
2439,107259.9392
2440,124055.4328
2441,94264.3918
2442,103455.0872
2443,124924.4743
2444,123873.4942
2445,89500.41257
2446,131304.0686
2447,182235.7465
2448,134210.7808
2449,114903.3972
2450,148457.9558
2451,121261.9221
2452,198537.1959
2453,97822.74499
2454,117560.6246
2455,111341.5544
2456,126857.7121
2457,130341.5237
2458,124552.889
2459,110497.2766
2460,141404.7766
2461,125917.1466
2462,132113.3708
2463,122333.4753
2464,161357.3051
2465,134056.5371
2466,119122.3248
2467,131560.9996
2468,93088.67689
2469,88728.14212
2470,185629.1168
2471,194182.2125
2472,155108.4559
2473,114154.163
2474,86869.92409
2475,210108.0555
2476,112379.1007
2477,124596.519
2478,152451.3896
2479,108408.0369
2480,146375.8148
2481,124422.5978
2482,128509.8833
2483,113994.272
2484,123049.4219
2485,126921.8781
2486,146492.4973
2487,171166.8883
2488,157130.7777
2489,155443.4241
2490,148088.812
2491,93305.4876
2492,195163.1352
2493,147895.2427
2494,148243.9972
2495,90629.97115
2496,232681.9645
2497,145915.4123
2498,117769.3452
2499,89981.76588
2500,127284.85
2501,133097.1304
2502,136281.9392
2503,97254.98746
2504,180745.4822
2505,225740.2706
2506,252171.0724
2507,288236.1199
2508,251742.9074
2509,220558.7948
2510,226013.4119
2511,180795.3954
2512,209653.2477
2513,221290.5767
2514,241351.812
2515,150020.7573
2516,174252.7992
2517,142963.4343
2518,152297.3037
2519,236025.9961
2520,216683.8445
2521,190358.4866
2522,222463.9695
2523,121269.9095
2524,137690.0804
2525,144884.42
2526,138783.9764
2527,119997.8682
2528,130508.7066
2529,139758.0721
2530,125593.684
2531,247755.0914
2532,227311.8011
2533,198619.8216
2534,233205.5551
2535,283561.388
2536,225478.674
2537,231349.9934
2538,183802.7039
2539,187420.3424
2540,181130.3912
2541,182627.3569
2542,165976.5093
2543,121506.2828
2544,119942.4962
2545,130801.129
2546,133028.0802
2547,137172.6372
2548,154599.3506
2549,156379.02
2550,565711.946
2551,141500.6962
2552,126426.2455
2553,82190.12412
2554,98710.07323
2555,115464.4974
2556,104339.407
2557,110577.9194
2558,148718.2953
2559,137014.4196
2560,147068.1244
2561,142467.947
2562,134853.2837
2563,146967.069
2564,198389.1704
2565,142868.4216
2566,148049.3788
2567,136322.0627
2568,192775.623
2569,210212.5143
2570,119825.8372
2571,179640.7288
2572,154003.5597
2573,212292.5715
2574,285505.483
2575,127428.637
2576,120207.8192
2577,143234.4793
2578,89016.13414
2579,71312.90615
2580,108749.6467
2581,115910.0203
2582,115611.9715
2583,265999.0016
2584,162681.6852
2585,188644.9512
2586,210260.4466
2587,197834.1183
2588,140663.6301
2589,148259.3982
2590,209879.6967
2591,217974.407
2592,216078.4159
2593,241739.9545
2594,180119.3272
2595,203248.0739
2596,300703.4504
2597,190480.1771
2598,280397.5087
2599,323774.4031
2600,134121.8906
2601,141390.3098
2602,85802.39765
2603,92179.47425
2604,88865.16234
2605,83499.81773
2606,143299.9364
2607,207822.937
2608,189321.3326
2609,171207.6567
2610,109977.4023
2611,119453.3903
2612,155991.5282
2613,130604.328
2614,125628.4308
2615,153699.2539
2616,144766.1833
2617,173719.4003
2618,179407.3449
2619,201385.613
2620,188562.8703
2621,178186.9533
2622,181951.9127
2623,243068.8162
2624,298725.0123
2625,285349.1528
2626,172829.1692
2627,169692.5136
2628,449025.5276
2629,490442.4884
2630,371785.4373
2631,468364.5212
2632,402190.9799
2633,295998.5555
2634,398273.469
2635,154429.0971
2636,183098.699
2637,174687.6509
2638,251960.4606
2639,185313.3634
2640,150868.8948
2641,111388.5031
2642,187492.1839
2643,109337.7139
2644,125753.4694
2645,106258.3611
2646,95737.42871
2647,104180.3791
2648,140258.7674
2649,149917.2315
2650,135116.9205
2651,146504.0973
2652,415472.5909
2653,248072.3405
2654,260512.0667
2655,380676.1629
2656,322168.4568
2657,327415.8805
2658,292034.3586
2659,310848.0023
2660,351601.4654
2661,337085.1082
2662,347782.998
2663,285642.7704
2664,276144.5159
2665,324286.8487
2666,281861.4239
2667,173731.8033
2668,181254.351
2669,177926.3697
2670,276879.1072
2671,184048.0418
2672,193099.5424
2673,201730.2339
2674,198926.9217
2675,175678.0504
2676,191376.1843
2677,197877.1853
2678,253820.8464
2679,279326.481
2680,279971.0788
2681,393151.1339
2682,325645.8118
2683,543324.9561
2684,313616.2548
2685,329575.0573
2686,247999.3059
2687,312320.8944
2688,219643.5576
2689,208095.1887
2690,413444.4694
2691,191235.6417
2692,136708.9582
2693,196255.3788
2694,130162.3527
2695,194489.6687
2696,186209.0296
2697,191377.3374
2698,200278.4567
2699,174786.0986
2700,162455.7226
2701,157790.0822
2702,119179.0802
2703,133624.4963
2704,140439.6779
2705,120794.8832
2706,114782.3112
2707,125521.4484
2708,132325.9683
2709,103514.713
2710,127684.3294
2711,250788.9313
2712,374515.0235
2713,171935.9004
2714,153207.3369
2715,167483.2921
2716,153822.192
2717,186941.1667
2718,228297.0202
2719,152460.3071
2720,172191.0501
2721,137764.1152
2722,157870.8926
2723,141965.033
2724,128423.8456
2725,133895.9279
2726,144234.8197
2727,166221.1836
2728,182341.5597
2729,151370.222
2730,144473.6697
2731,131604.2998
2732,124635.8699
2733,159412.0126
2734,142060.8335
2735,133152.5523
2736,140553.5603
2737,122251.9176
2738,136091.0692
2739,157951.521
2740,137814.2102
2741,144250.2254
2742,156944.407
2743,148937.3722
2744,156073.9162
2745,140241.62
2746,135001.3957
2747,153982.3927
2748,128185.3351
2749,132230.5476
2750,128772.2012
2751,133635.0441
2752,208271.829
2753,148926.3728
2754,207007.1743
2755,135049.9491
2756,96978.04254
2757,75802.29009
2758,96041.8077
2759,161485.373
2760,127792.8279
2761,143118.4361
2762,141318.5116
2763,186041.737
2764,160106.5912
2765,277084.7267
2766,130209.3847
2767,90039.7429
2768,125059.2783
2769,132421.936
2770,143498.4498
2771,113197.808
2772,112420.3467
2773,164036.0859
2774,136658.0962
2775,116732.4401
2776,140745.6629
2777,148193.3991
2778,105990.9633
2779,127271.6848
2780,96413.47125
2781,99519.58843
2782,101486.1022
2783,101483.5213
2784,126198.6782
2785,140961.7733
2786,77462.02347
2787,118139.5994
2788,84154.54885
2789,170676.5757
2790,94096.38417
2791,115207.1123
2792,65825.34901
2793,146716.9327
2794,100511.9013
2795,119155.4438
2796,101508.0691
2797,184602.6059
2798,109432.3028
2799,110831.89
2800,73821.97034
2801,111089.6778
2802,126580.7036
2803,152974.8029
2804,134983.1528
2805,99545.92347
2806,91683.3553
2807,158428.8975
2808,148842.9642
2809,129792.6382
2810,129788.1007
2811,162515.6782
2812,159176.3378
2813,158085.2056
2814,159084.782
2815,96342.81024
2816,230118.456
2817,151691.2267
2818,129885.0363
2819,178415.6763
2820,138600.8551
2821,107125.6676
2822,188500.5916
2823,284662.2456
2824,175223.2521
2825,148700.3156
2826,132811.0209
2827,134984.1372
2828,218290.061
2829,210552.7631
2830,222065.0155
2831,182377.5085
2832,229099.5811
2833,296870.3291
2834,218018.2827
2835,223844.5104
2836,191354.0257
2837,156121.6177
2838,147461.2431
2839,176765.2103
2840,199455.6365
2841,201866.4962
2842,224783.1021
2843,147581.1192
2844,163029.7966
2845,127290.8397
2846,209073.5059
2847,209706.414
2848,203155.0038
2849,203338.9981
2850,279468.0139
2851,219409.5427
2852,231832.4663
2853,236204.211
2854,140543.5763
2855,201015.2252
2856,204319.4393
2857,188838.8128
2858,200995.3002
2859,118499.485
2860,126329.4306
2861,124851.8373
2862,187904.0287
2863,122069.5532
2864,246189.1985
2865,140613.2872
2866,135455.3333
2867,100670.9994
2868,104684.4806
2869,106997.4292
2870,131878.7146
2871,91427.03421
2872,60485.84695
2873,99937.48787
2874,132927.9815
2875,109792.3267
2876,159894.7015
2877,147513.4176
2878,158281.6186
2879,132973.1158
2880,105181.2973
2881,145998.4676
2882,167391.4513
2883,185504.0003
2884,189723.4136
2885,181958.6293
2886,212556.8933
2887,97572.37903
2888,135405.5924
2889,63274.88727
2890,87672.49081
2891,133258.9387
2892,54134.50968
2893,86953.72039
2894,59928.0846
2895,314513.2415
2896,276831.6534
2897,205357.7436
2898,151160.4652
2899,219742.5008
2900,158264.6856
2901,194450.5376
2902,179517.6943
2903,332389.3912
2904,335664.4941
2905,91219.27453
2906,201282.0846
2907,113275.9535
2908,132425.6638
2909,148979.1083
2910,82830.22092
2911,85522.98444
2912,152411.6866
2913,84338.26474
2914,82127.38211
2915,85730.95611
2916,85394.11314
2917,156739.158
2918,112003.0085
2919,229818.2787
